source,case,hunk_idx,category,n_removed,n_added,rem_chars,add_chars,word_jaccard,whitespace_only,indent_only,hunk_header
gitanim_history,0cadd568/OPTION_ANALYSIS.md,10,literal_replace,1,1,69,80,0.857,0,0,"@@ -558,7 +558,7 @@ The refactoring should be **backward-compatible** — old options"
gitanim_history,0cadd568/OPTION_ANALYSIS.md,11,literal_replace,1,1,121,132,0.917,0,0,"@@ -567,7 +567,7 @@ continue to work but are deprecated."
gitanim_history,0cadd568/OPTION_ANALYSIS.md,12,literal_replace,1,1,76,87,0.917,0,0,"@@ -581,7 +581,7 @@ The six presets become much simpler:"
gitanim_history,0cadd568/OPTION_ANALYSIS.md,13,word_replace,1,1,53,52,0.714,0,0,"@@ -639,7 +639,7 @@ reduction comes from:"
gitanim_history,0cadd568/OPTION_AUDIT.md,0,block_modify,5,5,316,361,0.727,0,0,"@@ -14,19 +14,19 @@ NOT compute, postprocess, or pace — those are done externally."
gitanim_history,0cadd568/OPTION_AUDIT.md,1,block_modify,25,25,1607,1707,0.536,0,0,"@@ -37,31 +37,31 @@ All other config fields are set but never accessed:"
gitanim_history,0cadd568/OPTION_COMBINATIONS.md,0,block_modify,2,2,235,257,0.95,0,0,"@@ -12,12 +12,12 @@ the exact command line to run — copy and paste."
gitanim_history,0cadd568/OPTION_COMBINATIONS.md,1,block_modify,2,2,111,133,0.889,0,0,"@@ -92,12 +92,12 @@ ad_vim --cursor-glide-ms 300 --distance-speed adaptive --diff-stat --diff-highli"
gitanim_history,0cadd568/OPTION_COMBINATIONS.md,2,literal_replace,1,1,143,154,0.957,0,0,"@@ -136,7 +136,7 @@ ad_vim --cursor-glide-ms 300 --distance-speed adaptive --distance-threshold 10 -"
gitanim_history,0cadd568/PARALLEL_COMPUTE.md,0,word_replace,1,1,37,36,0.6,0,0,"@@ -106,7 +106,7 @@ would require a plugin with Python/Neovim support."
gitanim_history,0cadd568/PARALLEL_COMPUTE.md,1,word_replace,1,1,69,68,0.778,0,0,"@@ -174,7 +174,7 @@ The infrastructure is in place:"
gitanim_history,0cadd568/PER_LAYER_ADJUSTMENT_REQUIREMENTS.md,0,typo_fix,1,1,78,77,0.818,0,0,"@@ -289,7 +289,7 @@ The current orchestrator is in `postprocess.c` (C code). To add/remove/reorder l"
gitanim_history,0cadd568/PER_LAYER_ADJUSTMENT_REQUIREMENTS.md,1,block_modify,2,2,146,144,0.857,0,0,"@@ -303,13 +303,13 @@ Write the orchestrator as a bash script (`animator/diffvim-orchestrator`). It:"
gitanim_history,0cadd568/PER_LAYER_ADJUSTMENT_REQUIREMENTS.md,2,literal_replace,1,1,35,26,0.8,0,0,"@@ -323,7 +323,7 @@ LAYERS+=(""ad_layer_line_delete_in_place"")  # always (when implemented)"
gitanim_history,0cadd568/PER_LAYER_ADJUSTMENT_REQUIREMENTS.md,3,typo_fix,1,1,71,70,0.8,0,0,"@@ -514,7 +514,7 @@ ad_layer_indent_last --dump-changes /tmp/il_changes.txt < ops2.txt > ops3.txt"
gitanim_history,0cadd568/PICKER.md,0,word_replace,1,1,51,50,0.75,0,0,"@@ -56,7 +56,7 @@ The main command — animate a diff between two files."
gitanim_history,0cadd568/PIPELINE.md,0,word_replace,1,1,29,28,0.6,0,0,"@@ -42,7 +42,7 @@ memory in our implementation) and produces the same op count as Patience."
gitanim_history,0cadd568/PIPELINE.md,1,typo_fix,1,1,68,67,0.8,0,0,"@@ -157,7 +157,7 @@ cursor to the position carried by the next op before applying it."
gitanim_history,0cadd568/POSTPROCESS_LAYERS.md,0,block_modify,2,2,128,140,0.6,0,0,"@@ -17,11 +17,11 @@ Layer 0: V2 Conversion (ad_layer_noop_v2.c)"
gitanim_history,0cadd568/POSTPROCESS_LAYERS.md,1,block_modify,2,2,198,210,0.818,0,0,"@@ -37,8 +37,8 @@ postprocess output (V2 TSV)"
gitanim_history,0cadd568/POSTPROCESS_LAYERS.md,2,line_replace,1,1,46,58,0.2,0,0,"@@ -53,7 +53,7 @@ postprocess output (V2 TSV)"
gitanim_history,0cadd568/POSTPROCESS_LAYERS.md,3,literal_replace,1,1,67,73,0.818,0,0,"@@ -108,7 +108,7 @@ typedef struct {"
gitanim_history,0cadd568/POSTPROCESS_OPTIONS.md,0,block_modify,2,2,111,133,0.875,0,0,"@@ -11,8 +11,8 @@ Transforms are applied in this order:"
gitanim_history,0cadd568/POSTPROCESS_OPTIONS.md,1,literal_replace,1,1,53,64,0.833,0,0,"@@ -22,7 +22,7 @@ post-processed ops (to pace)"
gitanim_history,0cadd568/POSTPROCESS_OPTIONS.md,2,literal_replace,1,1,39,50,0.8,0,0,"@@ -36,7 +36,7 @@ Controls step 1 — op reordering within each line group."
gitanim_history,0cadd568/POSTPROCESS_OPTIONS.md,3,literal_replace,1,1,35,46,0.8,0,0,"@@ -45,7 +45,7 @@ the chars are identical) into a single `keep X` op."
gitanim_history,0cadd568/POSTPROCESS_OPTIONS.md,4,block_modify,3,3,204,237,0.941,0,0,"@@ -82,9 +82,9 @@ in order. Available transforms:"
gitanim_history,0cadd568/POSTPROCESS_PIPELINE.md,0,word_replace,1,1,43,49,0.6,0,0,"@@ -9,7 +9,7 @@ to the raw ops (from compute) in the current postprocess pipeline."
gitanim_history,0cadd568/POSTPROCESS_PIPELINE.md,1,word_replace,1,1,54,60,0.714,0,0,"@@ -23,7 +23,7 @@ compute output (raw V2 TSV, read directly from stdin)"
gitanim_history,0cadd568/POSTPROCESS_PIPELINE.md,2,block_replace,2,2,49,61,0.2,0,0,"@@ -88,8 +88,8 @@ postprocess output (V2 TSV to stdout)"
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,0,word_replace,1,1,81,78,0.75,0,0,"@@ -8,7 +8,7 @@ See `POSTPROCESS_OPERATIONS.md` for full detail."
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,1,literal_replace,1,1,69,80,0.889,0,0,"@@ -35,7 +35,7 @@ Reorders ops within each line group via 4 sweeps."
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,2,literal_replace,1,1,42,53,0.857,0,0,"@@ -43,7 +43,7 @@ Stable 3-pass partition of each line group."
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,3,literal_replace,1,1,63,74,0.875,0,0,"@@ -51,7 +51,7 @@ Currently identical to `optimize_line`."
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,4,word_replace,1,1,36,47,0.75,0,0,"@@ -71,7 +71,7 @@ Merges canceling adjacent `delete`+`insert` pairs into `keep`."
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,5,block_modify,4,4,459,503,0.971,0,0,"@@ -113,11 +113,11 @@ Walks final ops, computes `(line, col)` per op."
gitanim_history,0cadd568/POSTPROCESS_QUICK_REFERENCE.md,6,literal_replace,1,1,49,60,0.8,0,0,"@@ -126,7 +126,7 @@ Walks final ops, computes `(line, col)` per op."
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,0,word_replace,1,1,71,83,0.429,0,0,"@@ -2,7 +2,7 @@"
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,1,literal_replace,1,1,66,77,0.909,0,0,"@@ -135,7 +135,7 @@ postprocess output (V2 TSV)"
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,2,word_replace,1,1,53,52,0.75,0,0,"@@ -189,7 +189,7 @@ Output: HUNK\t<target>\t<del>\t<ins>\t<end_ins>\t<end_del>"
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,3,block_modify,5,5,332,367,0.792,0,0,"@@ -226,27 +226,27 @@ has correct content — no transient mismatch."
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,4,block_modify,2,2,134,146,0.789,0,0,"@@ -367,8 +367,8 @@ transform has finished."
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,5,block_modify,2,2,135,147,0.6,0,0,"@@ -401,8 +401,8 @@ animator/c/"
gitanim_history,0cadd568/POSTPROCESS_REDESIGN.md,6,block_modify,2,2,116,128,0.6,0,0,"@@ -412,8 +412,8 @@ Or keep it in one file but with clear section markers:"
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,0,word_replace,1,1,27,26,0.6,0,0,"@@ -15,7 +15,7 @@ when the corresponding flag is given."
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,1,literal_replace,1,1,60,71,0.8,0,0,"@@ -156,7 +156,7 @@ unchanged by the postprocess."
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,2,literal_replace,1,1,52,63,0.8,0,0,"@@ -174,7 +174,7 @@ keep    2       3       108     'l'"
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,3,word_replace,1,1,25,36,0.75,0,0,"@@ -182,7 +182,7 @@ got re-indented)."
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,4,word_replace,1,1,22,33,0.75,0,0,"@@ -191,7 +191,7 @@ insert  1       1       9       \t"
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,5,block_modify,3,3,125,158,0.889,0,0,"@@ -206,20 +206,20 @@ checks `$has_del && $has_del` instead of `$has_del && $has_ins`"
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,6,block_modify,3,3,115,159,0.9,0,0,"@@ -228,19 +228,19 @@ keep    2       3       108     'l'"
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,7,literal_replace,1,1,62,73,0.909,0,0,"@@ -250,7 +250,7 @@ have an overwrite op type — kept as a placeholder."
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,8,block_modify,3,3,175,208,0.938,0,0,"@@ -264,9 +264,9 @@ compute is done."
gitanim_history,0cadd568/POSTPROCESS_TRANSFORMS.md,9,literal_replace,1,1,56,67,0.8,0,0,"@@ -288,7 +288,7 @@ transformation:"
gitanim_history,0cadd568/POST_PROCESSING.md,0,typo_fix,1,1,71,70,0.8,0,0,"@@ -17,7 +17,7 @@ visually confusing and cognitively demanding."
gitanim_history,0cadd568/PP_LAYER_DELETE_LINE_FIRST.md,0,word_replace,1,1,47,44,0.4,0,0,"@@ -1,7 +1,7 @@"
gitanim_history,0cadd568/PP_LAYER_DELETE_LINE_FIRST.md,1,word_replace,1,1,55,52,0.714,0,0,"@@ -66,7 +66,7 @@ Works for any number of consecutive line deletions."
gitanim_history,0cadd568/PP_LAYER_OVERWRITE.md,0,word_replace,1,1,55,59,0.429,0,0,"@@ -2,7 +2,7 @@"
gitanim_history,0cadd568/PP_LAYER_OVERWRITE.md,1,word_replace,1,1,56,65,0.667,0,0,"@@ -37,7 +37,7 @@ This is a single-step replacement — no delay between delete and insert."
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,0,block_replace,2,2,102,118,0.308,0,0,"@@ -15,10 +15,10 @@ feature, categorized by where the implementation belongs."
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,1,word_replace,1,1,73,77,0.714,0,0,"@@ -40,7 +40,7 @@ and AWD timing. **WORKS** but only affects `word` pacing mode."
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,2,literal_replace,1,1,47,58,0.8,0,0,"@@ -84,7 +84,7 @@ acceleration curve."
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,3,literal_replace,1,1,62,73,0.9,0,0,"@@ -93,7 +93,7 @@ followed by insert 'b' at the same position, replace with a single"
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,4,word_replace,1,1,70,74,0.6,0,0,"@@ -198,7 +198,7 @@ all ops without delays."
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,5,block_modify,2,2,45,67,0.8,0,0,"@@ -238,8 +238,8 @@ These options work correctly in the current architecture:"
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,6,literal_replace,1,1,70,81,0.909,0,0,"@@ -284,7 +284,7 @@ used features:"
gitanim_history,0cadd568/RESTORING_OLD_FEATURES.md,7,block_replace,12,12,494,542,0.422,0,0,"@@ -326,18 +326,18 @@ Yes. The pace stage should handle all timing-related options:"
gitanim_history,0cadd568/TESTING.md,0,typo_fix,1,1,66,65,0.8,0,0,"@@ -1,6 +1,6 @@"
gitanim_history,0cadd568/TESTING.md,1,typo_fix,1,1,69,68,0.818,0,0,"@@ -131,7 +131,7 @@ The E2E tests may fail due to tmux `send-keys` race conditions (see"
gitanim_history,0cadd568/TUNE_INTERFACE_ANALYSIS.md,0,literal_replace,1,1,71,82,0.9,0,0,"@@ -15,7 +15,7 @@ Currently this workflow is:"
gitanim_history,0cadd568/TUNE_INTERFACE_ANALYSIS.md,1,word_replace,1,1,55,54,0.714,0,0,"@@ -27,7 +27,7 @@ bash scripts/dv_debug.sh /tmp/old.txt /tmp/new.txt"
gitanim_history,0cadd568/TUNE_INTERFACE_ANALYSIS.md,2,word_replace,1,1,67,66,0.667,0,0,"@@ -36,7 +36,7 @@ tuning postprocessing and pacing."
gitanim_history,0cadd568/TUNE_INTERFACE_ANALYSIS.md,3,block_modify,2,2,100,98,0.8,0,0,"@@ -67,9 +67,9 @@ tuning postprocessing and pacing."
gitanim_history,0cadd568/TUNE_INTERFACE_ANALYSIS.md,4,block_replace,2,2,49,47,0.429,0,0,"@@ -120,12 +120,12 @@ dv_debug_bundle_20260820_153000.tar.gz"
gitanim_history,0cadd568/TUNE_INTERFACE_ANALYSIS.md,5,block_modify,2,2,104,102,0.875,0,0,"@@ -149,8 +149,8 @@ dv_debug_bundle_20260820_153000.tar.gz"
gitanim_history,0cadd568/USER_REQUESTS.md,0,word_replace,1,1,67,66,0.714,0,0,"@@ -13,7 +13,7 @@ a master reference for what was asked and what was implemented."
gitanim_history,0cadd568/USER_REQUESTS.md,1,word_replace,1,1,72,76,0.7,0,0,"@@ -45,7 +45,7 @@ a master reference for what was asked and what was implemented."
gitanim_history,0cadd568/USER_REQUESTS.md,2,typo_fix,1,1,70,69,0.846,0,0,"@@ -105,7 +105,7 @@ a master reference for what was asked and what was implemented."
gitanim_history,0cadd568/USER_REQUESTS.md,3,block_modify,2,2,117,115,0.818,0,0,"@@ -301,9 +301,9 @@ extensive documentation."
gitanim_history,0cadd568/VISUAL_GUIDE.md,0,word_replace,1,1,65,64,0.778,0,0,"@@ -296,7 +296,7 @@ new char at the cursor and advances."
gitanim_history,0cadd568/VISUAL_GUIDE.md,1,typo_fix,1,1,67,66,0.818,0,0,"@@ -331,7 +331,7 @@ Patience becomes slow."
gitanim_history,0cadd568/VISUAL_GUIDE.md,2,literal_replace,1,1,70,81,0.875,0,0,"@@ -454,7 +454,7 @@ for common use cases."
gitanim_history,0cadd568/API_REFERENCE.md,0,block_insert,0,133,0,4616,0.0,0,0,"@@ -0,0 +1,133 @@"
gitanim_history,0cadd568/NEXT_SESSION.md,0,block_insert,0,101,0,3983,0.0,0,0,"@@ -0,0 +1,101 @@"
gitanim_history,0cadd568/POSTPROCESS_OPERATIONS.md,0,block_insert,0,698,0,29178,0.0,0,0,"@@ -0,0 +1,698 @@"
gitanim_history,0cadd568/REQUIREMENTS.md,0,block_insert,0,1234,0,47597,0.0,0,0,"@@ -0,0 +1,1234 @@"
gitanim_history,58041c47/COMPARISON.md,0,block_modify,15,15,1084,2024,1.0,0,0,"@@ -64,21 +64,21 @@ replaceable. The animator is ~200 lines (C++) vs. ~4,500 (vimscript)."
gitanim_history,58041c47/COMPARISON.md,1,block_modify,9,9,536,989,1.0,0,0,"@@ -121,15 +121,15 @@ NOT YET IMPLEMENTED — see `docs/PIPELINE.md` for the design discussion."
gitanim_history,58041c47/COMPARISON.md,2,block_modify,12,12,800,1159,1.0,0,0,"@@ -143,27 +143,27 @@ The animator is 10-100x faster because:"
gitanim_history,58041c47/COMPARISON.md,3,block_modify,11,11,690,1165,1.0,0,0,"@@ -285,14 +285,14 @@ ad_vim --vim old.py new.py"
gitanim_history,58041c47/README.md,0,block_modify,7,7,358,517,1.0,0,0,"@@ -156,13 +156,13 @@ bin/ad-c --syntax 'bat --color=always' old.py < /tmp/timed.txt"
gitanim_history,58041c47/README.md,1,block_modify,12,12,704,1235,1.0,0,0,"@@ -273,18 +273,18 @@ done"
gitanim_history,58041c47/README.md,2,block_modify,23,23,1391,2851,1.0,0,0,"@@ -352,29 +352,29 @@ plain rendering."
gitanim_history,58041c47/README.md,3,block_modify,6,6,251,515,1.0,0,0,"@@ -385,12 +385,12 @@ tools. The compute stage is C++ with a Perl fallback."
gitanim_history,58041c47/README.md,4,block_modify,4,4,111,171,1.0,0,0,"@@ -402,11 +402,11 @@ All implementations produce **byte-for-byte identical output**:"
gitanim_history,58041c47/README.md,5,block_modify,7,7,433,650,1.0,0,0,"@@ -414,13 +414,13 @@ All implementations produce **byte-for-byte identical output**:"
gitanim_history,58041c47/README.md,6,block_modify,10,10,642,959,1.0,0,0,"@@ -452,16 +452,16 @@ testing without a terminal."
gitanim_history,58041c47/PLUGIN_README.md,0,block_modify,7,7,346,545,1.0,0,0,"@@ -45,13 +45,13 @@ make"
gitanim_history,58041c47/PLUGIN_README.md,1,block_modify,9,9,233,395,1.0,0,0,"@@ -69,15 +69,15 @@ let g:diffvim_defaults = {"
gitanim_history,58041c47/PARALLELISM.md,0,block_modify,6,6,205,275,1.0,0,0,"@@ -117,12 +117,12 @@ for (int h = 0; h < hunk_count; h++) {"
gitanim_history,58041c47/PARALLELISM.md,1,block_modify,6,6,358,587,1.0,0,0,"@@ -154,12 +154,12 @@ For the 1000-line Python example, expect ~3x speedup with 4 threads."
gitanim_history,58041c47/API_REFERENCE.md,0,block_modify,11,11,573,857,1.0,0,0,"@@ -41,17 +41,17 @@ Hunk metadata from the HUNK header."
gitanim_history,58041c47/API_REFERENCE.md,1,block_modify,7,7,317,503,1.0,0,0,"@@ -233,13 +233,13 @@ via `atexit()`."
gitanim_history,58041c47/BEST_PRACTICES_ANALYSIS.md,0,block_modify,12,12,638,1223,1.0,0,0,"@@ -649,18 +649,18 @@ Periodically review what went well and what didn't."
gitanim_history,58041c47/CODE_ANALYSIS.md,0,block_modify,6,6,411,629,1.0,0,0,"@@ -9,12 +9,12 @@ Analysis of all source code in the `ad` project. Covers C, C++, Perl, and Bash f"
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,0,block_modify,21,21,1395,2330,1.0,0,0,"@@ -13,35 +13,35 @@ deciding which to keep, which to update, and which to archive."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,1,block_modify,7,7,441,713,1.0,0,0,"@@ -60,13 +60,13 @@ as ""implemented and removed""), replace `DIFFVIM_*` with `AD_*` or"
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,2,block_modify,7,7,336,552,1.0,0,0,"@@ -82,13 +82,13 @@ update paths to new structure. The adoption strategy content is valuable."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,3,block_modify,7,7,432,804,1.0,0,0,"@@ -103,13 +103,13 @@ Content is increasingly relevant as AI code generation grows."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,4,block_modify,7,7,421,713,1.0,0,0,"@@ -128,13 +128,13 @@ ground but less detailed. This document is the detailed version."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,5,block_modify,7,7,471,804,1.0,0,0,"@@ -152,13 +152,13 @@ merge it there."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,6,block_modify,7,7,398,629,1.0,0,0,"@@ -178,13 +178,13 @@ valuable."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,7,block_modify,7,7,346,538,1.0,0,0,"@@ -201,13 +201,13 @@ The architectural reasoning is timeless."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,8,block_modify,7,7,352,615,1.0,0,0,"@@ -221,13 +221,13 @@ updating."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,9,block_modify,7,7,404,671,1.0,0,0,"@@ -243,13 +243,13 @@ detailed. This is the deep-dive version."
gitanim_history,58041c47/DESIGN_DOC_ANALYSIS.md,10,block_modify,82,82,6709,11029,1.0,0,0,"@@ -270,102 +270,102 @@ reference."
gitanim_history,58041c47/ENV_VAR_ANALYSIS.md,0,block_modify,10,10,604,1009,1.0,0,0,"@@ -32,16 +32,16 @@ There is no use case that env vars cover but config file + CLI flags don't."
gitanim_history,58041c47/ENV_VAR_ANALYSIS.md,1,block_modify,10,10,521,1059,1.0,0,0,"@@ -286,16 +286,16 @@ That's it. No env var layer in between."
gitanim_history,58041c47/LAYER_ANALYSIS_AND_DOC_REVIEW.md,0,block_modify,12,12,831,1199,1.0,0,0,"@@ -195,18 +195,18 @@ The current `--list-layers` output shows filename, status (exec/perl/python3/etc"
gitanim_history,58041c47/LAYER_ANALYSIS_AND_DOC_REVIEW.md,1,block_modify,10,10,637,1009,1.0,0,0,"@@ -216,16 +216,16 @@ Recommended to implement L1, L2, L4, L5 first (highest impact, lowest effort)."
gitanim_history,58041c47/LAYER_ANALYSIS_AND_DOC_REVIEW.md,2,block_modify,14,14,788,1273,1.0,0,0,"@@ -233,20 +233,20 @@ Recommended to implement L1, L2, L4, L5 first (highest impact, lowest effort)."
gitanim_history,58041c47/LAYER_ANALYSIS_AND_DOC_REVIEW.md,3,block_modify,45,45,2149,3571,1.0,0,0,"@@ -275,60 +275,60 @@ All user-facing env vars were removed. ~8 internal bridge/debug vars remain:"
gitanim_history,58041c47/LAYER_ANALYSIS_AND_DOC_REVIEW.md,4,block_modify,8,8,361,655,1.0,0,0,"@@ -338,15 +338,15 @@ All user-facing env vars were removed. ~8 internal bridge/debug vars remain:"
gitanim_history,58041c47/MANPAGE_OVERVIEW.md,0,block_modify,59,59,4346,8311,1.0,0,0,"@@ -9,95 +9,95 @@ The `man/` directory contains 25 manpages for the `ad` toolkit. Install with `ma"
gitanim_history,58041c47/REQUIREMENTS.md,0,block_modify,7,7,553,923,1.0,0,0,"@@ -23,13 +23,13 @@ smooth cursor movement, pause/skip/speed controls, and syntax highlighting."
gitanim_history,58041c47/REQUIREMENTS.md,1,block_modify,6,6,418,689,1.0,0,0,"@@ -57,12 +57,12 @@ smooth cursor movement, pause/skip/speed controls, and syntax highlighting."
gitanim_history,58041c47/REQUIREMENTS.md,2,block_modify,15,15,769,1184,1.0,0,0,"@@ -89,21 +89,21 @@ HUNK_END                          ← end of hunk"
gitanim_history,58041c47/REQUIREMENTS.md,3,block_modify,5,5,236,334,1.0,0,0,"@@ -119,11 +119,11 @@ HUNK\t<target_line>\t<del_count>\t<ins_count>\t<end_ins>\t<end_del>"
gitanim_history,58041c47/REQUIREMENTS.md,4,block_modify,14,14,691,1049,1.0,0,0,"@@ -131,26 +131,26 @@ LCS dynamic programming."
gitanim_history,58041c47/REQUIREMENTS.md,5,block_modify,9,9,926,1394,1.0,0,0,"@@ -167,15 +167,15 @@ each `--ad-layer-path` dir. Extensions: `.pl`→perl, `.py`→python3,"
gitanim_history,58041c47/REQUIREMENTS.md,6,block_modify,4,4,151,239,1.0,0,0,"@@ -191,10 +191,10 @@ int main(void) { return ad_layer_run(layer_func); }"
gitanim_history,58041c47/REQUIREMENTS.md,7,block_modify,7,7,326,545,1.0,0,0,"@@ -203,13 +203,13 @@ headless testing."
gitanim_history,58041c47/REQUIREMENTS.md,8,block_modify,14,14,663,1035,1.0,0,0,"@@ -224,20 +224,20 @@ Routes options by prefix: `--compute-*`, `--postprocess-*`, `--pace-*`,"
gitanim_history,58041c47/REQUIREMENTS.md,9,block_modify,5,5,185,334,1.0,0,0,"@@ -245,11 +245,11 @@ Routes options by prefix: `--compute-*`, `--postprocess-*`, `--pace-*`,"
gitanim_history,58041c47/REQUIREMENTS.md,10,block_modify,9,9,657,953,1.0,0,0,"@@ -258,15 +258,15 @@ Config file is sourced as bash. Variables use UPPER_CASE names (e.g."
gitanim_history,58041c47/REQUIREMENTS.md,11,block_modify,17,17,1054,1724,1.0,0,0,"@@ -275,26 +275,26 @@ Run: `make test` (all), `make test-layers` (layers only), `make test-examples`"
gitanim_history,58041c47/REQUIREMENTS.md,12,block_modify,39,39,3726,5561,1.0,0,0,"@@ -313,47 +313,47 @@ make clean      # Remove bin/"
gitanim_history,58041c47/UNDO_REDO_ANALYSIS.md,0,block_modify,16,16,1043,1705,1.0,0,0,"@@ -17,25 +17,25 @@ etc. To undo, you need to reverse each op and restore the previous buffer state."
gitanim_history,58041c47/UNDO_REDO_ANALYSIS.md,1,block_modify,10,10,596,1429,1.0,0,0,"@@ -100,16 +100,16 @@ Redo:     re-apply op_N → buffer state S_N"
gitanim_history,58041c47/UNDO_REDO_ANALYSIS.md,2,block_modify,9,9,606,1349,1.0,0,0,"@@ -155,15 +155,15 @@ timers and has a state machine. To add undo/redo:"
gitanim_history,58041c47/architecture.md,0,block_modify,6,6,300,467,1.0,0,0,"@@ -84,12 +84,12 @@ Same architecture as ad_tmux but written in Perl with:"
gitanim_history,58041c47/compute.md,0,block_modify,3,3,356,389,1.0,0,0,"@@ -42,9 +42,9 @@ is present they pre-compute before launching vim, so the manual"
gitanim_history,58041c47/compute.md,1,block_modify,8,8,712,1015,1.0,0,0,"@@ -68,14 +68,14 @@ ad_vim --precomputed /tmp/diff.txt old.py new.py"
gitanim_history,58041c47/compute.md,2,format_only,2,2,159,169,1.0,1,0,"@@ -87,8 +87,8 @@ produces the same op count as patience."
gitanim_history,58041c47/compute.md,3,format_only,2,2,77,81,1.0,1,0,"@@ -156,9 +156,9 @@ On a 1000-line Python file with ~200 changed lines:"
gitanim_history,58041c47/configuration.md,0,block_modify,56,56,3607,6174,1.0,0,0,"@@ -64,85 +64,85 @@ All options can be set via CLI flag OR via the config file. The CLI flag always"
gitanim_history,58041c47/controls.md,0,block_modify,23,23,773,1446,1.0,0,0,"@@ -9,42 +9,42 @@ During animation, the following keys are active in vim normal mode."
gitanim_history,58041c47/introduction.md,0,block_modify,5,5,329,424,1.0,0,0,"@@ -15,11 +15,11 @@ re-typed — surrounding text is never touched."
gitanim_history,58041c47/manpages.md,0,block_modify,7,7,658,720,1.0,0,0,"@@ -12,13 +12,13 @@ from `man ad_vim`, `man ad_compute`, etc."
gitanim_history,58041c47/options.md,0,format_only,1,1,65,66,1.0,1,0,"@@ -141,7 +141,7 @@ Insertion strategy. Default: `char`."
gitanim_history,58041c47/options.md,1,block_modify,31,31,2696,3798,1.0,0,0,"@@ -218,40 +218,40 @@ Core timing env vars:"
gitanim_history,58041c47/options.md,2,format_only,2,2,133,131,1.0,1,0,"@@ -261,6 +261,6 @@ Use `source ./set_config [preset]` to quickly apply preset configurations:"
gitanim_history,58041c47/plugin-layers.md,0,block_modify,26,26,1250,2357,1.0,0,0,"@@ -41,40 +41,40 @@ The orchestrator doesn't care what language the layer is written in. If it can b"
gitanim_history,58041c47/plugin-layers.md,1,block_modify,9,9,1053,1565,1.0,0,0,"@@ -148,15 +148,15 @@ Convenience flags that map to layers:"
gitanim_history,58041c47/plugin-layers.md,2,block_modify,4,4,209,375,1.0,0,0,"@@ -190,11 +190,11 @@ The `--ad-layer=<name>` mechanism discovers the layer automatically."
gitanim_history,58041c47/presets.md,0,block_modify,8,8,911,919,1.0,0,0,"@@ -102,14 +102,14 @@ ad_vim --preset presentation --output result.py old.py new.py"
gitanim_history,58041c47/quick-start.md,0,block_modify,12,12,348,695,1.0,0,0,"@@ -17,18 +17,18 @@ characters are deleted/typed to transform the buffer into `new.py`."
gitanim_history,58041c47/format_tables.py,0,block_insert,0,174,0,5355,0.0,0,0,"@@ -0,0 +1,174 @@"
gitanim_history,58041c47/ANIMATOR_TESTS_README.md,0,block_modify,14,14,815,1315,1.0,0,0,"@@ -4,20 +4,20 @@ Test suites for the animator pipeline. All tests are in Perl."
gitanim_history,35501801/DESIGN_DOC_ANALYSIS.md,0,block_insert,0,395,0,19313,0.0,0,0,"@@ -0,0 +1,395 @@"
